gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
ARFGAP3	ENSG00000242247	ENSG00000242247.10	25.0255
BGLAP	ENSG00000242252	ENSG00000242252.1	3.3056
LINC00996	ENSG00000242258	ENSG00000242258.1	0.231412
C22orf39	ENSG00000242259	ENSG00000242259.8	6.60036
PEG10	ENSG00000242265	ENSG00000242265.5	0.154933
STAG3L5P	ENSG00000242294	ENSG00000242294.6	3.9923
RPS12P31	ENSG00000242325	ENSG00000242325.1	0.468104
BMS1P4	ENSG00000242338	ENSG00000242338.6	0.626225
NPPA-AS1	ENSG00000242349	ENSG00000242349.5	1.71458
EIF6	ENSG00000242372	ENSG00000242372.6	48.1356
KIR2DP1	ENSG00000242473	ENSG00000242473.1	0.89542
AC093627.9	ENSG00000242474	ENSG00000242474.2	0.162268
MRPL20	ENSG00000242485	ENSG00000242485.5	22.8821
ARPIN	ENSG00000242498	ENSG00000242498.7	0.543963
OR7E100P	ENSG00000242525	ENSG00000242525.1	0.193209
SERPINB10	ENSG00000242550	ENSG00000242550.5	2.72649
HLA-DMB	ENSG00000242574	ENSG00000242574.8	45.6019
IGKV1D-43	ENSG00000242580	ENSG00000242580.1	0.292867
AC093627.8	ENSG00000242611	ENSG00000242611.2	0.130834
DECR2	ENSG00000242612	ENSG00000242612.6	2.24543
GNG10	ENSG00000242616	ENSG00000242616.3	42.7161
RP11-18H7.1	ENSG00000242622	ENSG00000242622.1	0.15996
RPS3AP43	ENSG00000242661	ENSG00000242661.1	0.24487
RP11-1191J2.2	ENSG00000242686	ENSG00000242686.4	0.0448678
AC004893.11	ENSG00000242687	ENSG00000242687.2	1.50195
CNTF	ENSG00000242689	ENSG00000242689.2	0.235302
RGAG4	ENSG00000242732	ENSG00000242732.4	0.858767
IGKV1D-17	ENSG00000242766	ENSG00000242766.1	0.155208
ZNF702P	ENSG00000242779	ENSG00000242779.6	0.0751215
GLYCTK-AS1	ENSG00000242797	ENSG00000242797.3	0.517
AP5Z1	ENSG00000242802	ENSG00000242802.6	39.2652
IGHJ3	ENSG00000242887	ENSG00000242887.1	54.0216
RN7SL634P	ENSG00000242894	ENSG00000242894.3	0.251984
ABCC13	ENSG00000243064	ENSG00000243064.8	1.09196
RP11-115N4.1	ENSG00000243144	ENSG00000243144.6	0.0838678
RP11-46A10.5	ENSG00000243155	ENSG00000243155.1	0.842153
MICAL3	ENSG00000243156	ENSG00000243156.7	0.934554
RP11-550I24.2	ENSG00000243176	ENSG00000243176.5	0.124372
RP5-1157M23.2	ENSG00000243224	ENSG00000243224.1	0.541668
IGKV2-30	ENSG00000243238	ENSG00000243238.1	10.1399
STON1	ENSG00000243244	ENSG00000243244.5	0.203751
RP11-166N6.2	ENSG00000243273	ENSG00000243273.1	7.30779
CTC-428G20.1	ENSG00000243304	ENSG00000243304.3	0.115853
C7orf73	ENSG00000243317	ENSG00000243317.7	19.6867
PTPRVP	ENSG00000243323	ENSG00000243323.6	0.108282
KCTD7	ENSG00000243335	ENSG00000243335.9	3.05581
AC012442.5	ENSG00000243389	ENSG00000243389.1	0.930352
MRPS31P5	ENSG00000243406	ENSG00000243406.6	0.881244
PSMD6-AS1	ENSG00000243410	ENSG00000243410.1	1.33577
TICAM2	ENSG00000243414	ENSG00000243414.5	2.40178
RP11-555K12.1	ENSG00000243417	ENSG00000243417.1	1.15815
IGKV1-5	ENSG00000243466	ENSG00000243466.1	40.1194
NAT6	ENSG00000243477	ENSG00000243477.5	6.37102
AMY2A	ENSG00000243480	ENSG00000243480.7	0.0323441
TNFRSF6B	ENSG00000243509	ENSG00000243509.4	2.89978
RN7SL172P	ENSG00000243544	ENSG00000243544.3	1.81996
AC004967.7	ENSG00000243554	ENSG00000243554.1	5.75835
RN7SL364P	ENSG00000243560	ENSG00000243560.3	0.522284
UPK3B	ENSG00000243566	ENSG00000243566.6	0.995324
RPL35AP26	ENSG00000243607	ENSG00000243607.3	0.410379
LINC00880	ENSG00000243629	ENSG00000243629.1	0.113867
IL10RB	ENSG00000243646	ENSG00000243646.9	55.0161
ZNF487	ENSG00000243660	ENSG00000243660.9	1.38847
RPS4XP14	ENSG00000243663	ENSG00000243663.1	0.162507
WDR92	ENSG00000243667	ENSG00000243667.6	0.630465
NME2	ENSG00000243678	ENSG00000243678.11	69.598
RP11-274B21.3	ENSG00000243679	ENSG00000243679.1	52.8411
DUBR	ENSG00000243701	ENSG00000243701.5	0.0614759
PLA2G4B	ENSG00000243708	ENSG00000243708.10	16.504
TTC4	ENSG00000243725	ENSG00000243725.6	5.03443
TMEM35B	ENSG00000243749	ENSG00000243749.1	21.9221
HLA-L	ENSG00000243753	ENSG00000243753.5	6.10495
KIR2DL3	ENSG00000243772	ENSG00000243772.7	3.31597
JMJD7	ENSG00000243789	ENSG00000243789.10	7.31923
LINC02044	ENSG00000243795	ENSG00000243795.1	0.0457568
CTB-111H14.1	ENSG00000243797	ENSG00000243797.6	0.11149
RPL7P18	ENSG00000243806	ENSG00000243806.1	0.337378
APOBEC3D	ENSG00000243811	ENSG00000243811.8	4.80764
WDR86-AS1	ENSG00000243836	ENSG00000243836.5	0.662033
TUBA4B	ENSG00000243910	ENSG00000243910.7	0.249487
MRPS6	ENSG00000243927	ENSG00000243927.5	11.9478
GSTA1	ENSG00000243955	ENSG00000243955.5	0.153974
RN7SL684P	ENSG00000243959	ENSG00000243959.3	0.901549
PPIEL	ENSG00000243970	ENSG00000243970.1	0.367174
NFS1	ENSG00000244005	ENSG00000244005.12	3.83492
FAM86DP	ENSG00000244026	ENSG00000244026.6	0.52039
DDOST	ENSG00000244038	ENSG00000244038.9	68.8467
LINC01011	ENSG00000244041	ENSG00000244041.7	1.89369
TMEM199	ENSG00000244045	ENSG00000244045.12	7.4215
AC024704.2	ENSG00000244063	ENSG00000244063.1	0.357856
GSTA2	ENSG00000244067	ENSG00000244067.2	0
RPL9P33	ENSG00000244071	ENSG00000244071.1	0.752797
RP11-148K1.12	ENSG00000244151	ENSG00000244151.1	1.43239
FLNB-AS1	ENSG00000244161	ENSG00000244161.1	0.113973
P2RY11	ENSG00000244165	ENSG00000244165.1	6.47545
TMEM141	ENSG00000244187	ENSG00000244187.7	22.3497
GS1-259H13.2	ENSG00000244219	ENSG00000244219.6	0.477737
IFITM10	ENSG00000244242	ENSG00000244242.1	1.5781
RN7SL130P	ENSG00000244256	ENSG00000244256.3	0.496826
RPL34P22	ENSG00000244267	ENSG00000244267.1	0.357972
LY6G6D	ENSG00000244355	ENSG00000244355.7	0.278596
RN7SL145P	ENSG00000244357	ENSG00000244357.3	0.269687
RPL30P7	ENSG00000244361	ENSG00000244361.1	0.764039
ETV5	ENSG00000244405	ENSG00000244405.7	0.256791
RP11-1398P2.1	ENSG00000244459	ENSG00000244459.2	5.39469
RBM12	ENSG00000244462	ENSG00000244462.7	7.15169
AC005154.7	ENSG00000244480	ENSG00000244480.1	3.10897
LILRA6	ENSG00000244482	ENSG00000244482.10	180.157
SCARF2	ENSG00000244486	ENSG00000244486.8	0.830772
APOBEC3C	ENSG00000244509	ENSG00000244509.3	31.045
KRT18P34	ENSG00000244515	ENSG00000244515.1	0.352223
ODCP	ENSG00000244556	ENSG00000244556.1	0.264328
RP4-800G7.2	ENSG00000244560	ENSG00000244560.6	0.453323
CCDC13	ENSG00000244607	ENSG00000244607.5	0.610297
ASPRV1	ENSG00000244617	ENSG00000244617.2	9.63401
AL122127.25	ENSG00000244620	ENSG00000244620.1	0.29093
MIATNB	ENSG00000244625	ENSG00000244625.5	2.85027
LINC02086	ENSG00000244649	ENSG00000244649.4	0.0488659
AC108676.1	ENSG00000244675	ENSG00000244675.2	0.05743
FCGR2C	ENSG00000244682	ENSG00000244682.7	5.98718
UBE2V1	ENSG00000244687	ENSG00000244687.11	30.7955
RPL10AP1	ENSG00000244691	ENSG00000244691.1	0.115469
CD46P1	ENSG00000244703	ENSG00000244703.3	0.0806707
ASLP1	ENSG00000244723	ENSG00000244723.3	5.58361
C4A	ENSG00000244731	ENSG00000244731.7	0.22006
RP11-506M13.3	ENSG00000244733	ENSG00000244733.5	0.175111
N4BP2L2	ENSG00000244754	ENSG00000244754.8	5.54539
GABPB1-AS1	ENSG00000244879	ENSG00000244879.6	1.3543
ALKBH3-AS1	ENSG00000244926	ENSG00000244926.6	0.0543365
RP11-1379J22.2	ENSG00000244945	ENSG00000244945.1	0.194299
RP11-744N12.3	ENSG00000245008	ENSG00000245008.3	0.0364853
RP11-181C3.1	ENSG00000245017	ENSG00000245017.2	0.10651
RP11-875O11.1	ENSG00000245025	ENSG00000245025.2	0.765319
LINC00847	ENSG00000245060	ENSG00000245060.6	12.463
RP11-320N21.1	ENSG00000245080	ENSG00000245080.7	0.172686
A2M-AS1	ENSG00000245105	ENSG00000245105.2	0.22238
LINC01024	ENSG00000245146	ENSG00000245146.6	0.101413
RP11-867G23.3	ENSG00000245156	ENSG00000245156.1	0.88067
LINC00861	ENSG00000245164	ENSG00000245164.6	9.65184
RP11-10K16.1	ENSG00000245213	ENSG00000245213.6	0.319997
RP3-330M21.5	ENSG00000245261	ENSG00000245261.1	1.88053
SAP30L-AS1	ENSG00000245275	ENSG00000245275.7	0.529707
RP11-15B17.1	ENSG00000245322	ENSG00000245322.6	0.296419
RP11-367J11.3	ENSG00000245468	ENSG00000245468.3	0.0675069
NEAT1	ENSG00000245532	ENSG00000245532.7	44.9637
RORA-AS1	ENSG00000245534	ENSG00000245534.6	0.108154
RP11-712B9.2	ENSG00000245552	ENSG00000245552.6	0.243867
SCAMP1-AS1	ENSG00000245556	ENSG00000245556.2	2.05391
AP001258.4	ENSG00000245571	ENSG00000245571.6	0.718304
BDNF-AS	ENSG00000245573	ENSG00000245573.7	0.0468091
DACT3-AS1	ENSG00000245598	ENSG00000245598.6	0.0916871
DDX11-AS1	ENSG00000245614	ENSG00000245614.3	0.0401368
RP11-277P12.20	ENSG00000245648	ENSG00000245648.1	0.310306
ZNF585B	ENSG00000245680	ENSG00000245680.9	0.727683
RP11-34F13.2	ENSG00000245719	ENSG00000245719.1	0.0685614
LINC02202	ENSG00000245812	ENSG00000245812.2	0.0443415
CEBPA	ENSG00000245848	ENSG00000245848.2	21.3192
FLJ21408	ENSG00000245888	ENSG00000245888.6	0.325019
LINC01184	ENSG00000245937	ENSG00000245937.7	0.75199
RP11-18H21.1	ENSG00000245954	ENSG00000245954.6	1.86294
RP11-33B1.1	ENSG00000245958	ENSG00000245958.6	3.89326
RAB30-AS1	ENSG00000246067	ENSG00000246067.7	0.615977
NUDT16P1	ENSG00000246082	ENSG00000246082.2	2.09558
CTD-2506J14.1	ENSG00000246084	ENSG00000246084.2	0.161907
RP11-115C21.2	ENSG00000246089	ENSG00000246089.3	0.70724
RP11-696N14.1	ENSG00000246090	ENSG00000246090.6	0.0482431
LINC00900	ENSG00000246100	ENSG00000246100.3	0.0665439
RP11-875O11.2	ENSG00000246130	ENSG00000246130.1	0.0544402
KCTD21-AS1	ENSG00000246174	ENSG00000246174.7	0.194934
RP11-29H23.5	ENSG00000246203	ENSG00000246203.2	0.421945
LINC01550	ENSG00000246223	ENSG00000246223.8	0.345609
CASC8	ENSG00000246228	ENSG00000246228.6	0.0378936
RP11-613D13.5	ENSG00000246250	ENSG00000246250.2	0.0666993
UBR5-AS1	ENSG00000246263	ENSG00000246263.2	8.74457
SBF2-AS1	ENSG00000246273	ENSG00000246273.6	0.313921
RP11-685M7.3	ENSG00000246308	ENSG00000246308.1	0.140773
EXTL3-AS1	ENSG00000246339	ENSG00000246339.5	0.12546
RP11-539L10.2	ENSG00000246526	ENSG00000246526.2	1.3882
RP11-7F17.5	ENSG00000246548	ENSG00000246548.3	0.793918
AC093162.5	ENSG00000246575	ENSG00000246575.2	3.00987
RP11-1149O23.3	ENSG00000246582	ENSG00000246582.2	1.32171
RP11-1277A3.2	ENSG00000246596	ENSG00000246596.6	0.36185
CACNA1C-AS1	ENSG00000246627	ENSG00000246627.6	0.280781
RP11-730K11.1	ENSG00000246790	ENSG00000246790.2	0.194065
STARD4-AS1	ENSG00000246859	ENSG00000246859.2	0.0661864
AP000487.5	ENSG00000246889	ENSG00000246889.2	0.211053
LINC00920	ENSG00000246898	ENSG00000246898.1	0.218216
RP1-179N16.6	ENSG00000246982	ENSG00000246982.6	0.324796
SOCS2-AS1	ENSG00000246985	ENSG00000246985.7	0.450238
CTD-2260A17.2	ENSG00000247121	ENSG00000247121.6	1.08169
RP11-11N9.4	ENSG00000247134	ENSG00000247134.6	0.730609
LINC01252	ENSG00000247157	ENSG00000247157.6	0.11388
RP11-373N22.3	ENSG00000247199	ENSG00000247199.3	0.0897897
ZBED5-AS1	ENSG00000247271	ENSG00000247271.6	4.69459
ZCCHC3	ENSG00000247315	ENSG00000247315.3	5.03968
RP11-273G15.2	ENSG00000247317	ENSG00000247317.3	0.0474986
RP11-637A17.2	ENSG00000247363	ENSG00000247363.2	0.114243
RP11-486O12.2	ENSG00000247373	ENSG00000247373.3	0.247177
DNAJC3-AS1	ENSG00000247400	ENSG00000247400.3	0.792505
CARS-AS1	ENSG00000247473	ENSG00000247473.2	0.0827326
RP11-392P7.6	ENSG00000247498	ENSG00000247498.9	0.119614
OIP5-AS1	ENSG00000247556	ENSG00000247556.6	6.58966
CKMT2-AS1	ENSG00000247572	ENSG00000247572.7	0.32451
SPTY2D1-AS1	ENSG00000247595	ENSG00000247595.4	0.173046
MTND4P12	ENSG00000247627	ENSG00000247627.2	2.4984
STX18-AS1	ENSG00000247708	ENSG00000247708.7	0.107742
PCED1B-AS1	ENSG00000247774	ENSG00000247774.6	66.3659
CTD-2366F13.1	ENSG00000247796	ENSG00000247796.2	0.111166
TMEM161B-AS1	ENSG00000247828	ENSG00000247828.7	0.446242
RP11-421F16.3	ENSG00000247903	ENSG00000247903.1	1.47255
RP11-967K21.1	ENSG00000247934	ENSG00000247934.4	0.202862
SEC24B-AS1	ENSG00000247950	ENSG00000247950.6	0.150865
LINC00926	ENSG00000247982	ENSG00000247982.6	12.4359
FAM13A-AS1	ENSG00000248019	ENSG00000248019.2	8.09702
UBA6-AS1	ENSG00000248049	ENSG00000248049.6	0.86188
NNT-AS1	ENSG00000248092	ENSG00000248092.7	0.397029
BCKDHA	ENSG00000248098	ENSG00000248098.11	31.3295
INSL3	ENSG00000248099	ENSG00000248099.3	8.66403
SMURF2P1	ENSG00000248121	ENSG00000248121.8	0.809269
RRN3P1	ENSG00000248124	ENSG00000248124.7	1.06455
ADH1C	ENSG00000248144	ENSG00000248144.5	0.111123
RP11-499E18.1	ENSG00000248161	ENSG00000248161.5	0.371609
TRIM52-AS1	ENSG00000248275	ENSG00000248275.1	12.7056
CCNL2P1	ENSG00000248283	ENSG00000248283.2	0.092617
MEF2C-AS1	ENSG00000248309	ENSG00000248309.7	0.0939645
CDK11B	ENSG00000248333	ENSG00000248333.8	17.6955
CTB-129O4.1	ENSG00000248367	ENSG00000248367.1	1.25441
TARM1	ENSG00000248385	ENSG00000248385.7	1.01101
CTD-3105H18.4	ENSG00000248406	ENSG00000248406.1	0.329674
RP11-597D13.9	ENSG00000248429	ENSG00000248429.5	0.605911
SEMA6A-AS1	ENSG00000248445	ENSG00000248445.5	0.194612
PCP4L1	ENSG00000248485	ENSG00000248485.1	0.236683
ABHD14A	ENSG00000248487	ENSG00000248487.8	5.7905
LINC02062	ENSG00000248489	ENSG00000248489.1	0.565286
SRP14-AS1	ENSG00000248508	ENSG00000248508.6	0.802579
RP11-265O12.1	ENSG00000248516	ENSG00000248516.1	0.132156
RP11-10A14.5	ENSG00000248538	ENSG00000248538.6	0.0882958
CTB-47B11.3	ENSG00000248544	ENSG00000248544.2	0.489546
DSTNP2	ENSG00000248593	ENSG00000248593.3	4.33245
RP11-366M4.11	ENSG00000248632	ENSG00000248632.1	0.105535
CCDC153	ENSG00000248712	ENSG00000248712.7	1.62026
LINC01948	ENSG00000248727	ENSG00000248727.5	0.268258
CTD-2260A17.1	ENSG00000248734	ENSG00000248734.2	1.26866
ACTN3	ENSG00000248746	ENSG00000248746.5	0.109273
ARL4AP2	ENSG00000248780	ENSG00000248780.1	2.06552
RP11-362F19.1	ENSG00000248810	ENSG00000248810.1	0.749407
FLJ46284	ENSG00000248858	ENSG00000248858.7	0.0399779
RP11-950K24.2	ENSG00000248885	ENSG00000248885.1	0.0566128
CTD-2135J3.3	ENSG00000248896	ENSG00000248896.2	0.0478999
FMN1	ENSG00000248905	ENSG00000248905.8	0.48271
CTD-2083E4.6	ENSG00000248925	ENSG00000248925.1	0.299093
RP11-319G6.1	ENSG00000248932	ENSG00000248932.5	0.210956
RP11-36B15.1	ENSG00000248936	ENSG00000248936.1	2.37244
KRT8P46	ENSG00000248971	ENSG00000248971.2	0.322715
RP11-87F15.2	ENSG00000248980	ENSG00000248980.1	0.255681
HMGN2P4	ENSG00000249014	ENSG00000249014.2	0.61399
CTD-2015H6.3	ENSG00000249042	ENSG00000249042.5	1.08979
RP11-290F5.1	ENSG00000249096	ENSG00000249096.6	1.05749
HAUS5	ENSG00000249115	ENSG00000249115.8	2.68477
LINC01093	ENSG00000249173	ENSG00000249173.5	0.86662
CTC-506B8.1	ENSG00000249180	ENSG00000249180.1	0.341201
TMEM150C	ENSG00000249242	ENSG00000249242.7	0.0484689
AC010226.4	ENSG00000249249	ENSG00000249249.1	0.447749
RP11-665G4.1	ENSG00000249252	ENSG00000249252.5	0.128935
PDLIM1P4	ENSG00000249274	ENSG00000249274.1	0.722647
RP11-153M7.5	ENSG00000249309	ENSG00000249309.1	1.14232
UGDH-AS1	ENSG00000249348	ENSG00000249348.1	0.0928868
LINC02212	ENSG00000249396	ENSG00000249396.1	0.237029
CTC-563A5.2	ENSG00000249412	ENSG00000249412.1	0.660762
NAIP	ENSG00000249437	ENSG00000249437.7	5.80139
CTD-2587M2.1	ENSG00000249476	ENSG00000249476.1	1.01012
CTD-2203K17.1	ENSG00000249572	ENSG00000249572.1	0.131145
LINC01187	ENSG00000249601	ENSG00000249601.2	0.0973087
LINC02218	ENSG00000249662	ENSG00000249662.5	0.402786
CARMN	ENSG00000249669	ENSG00000249669.9	0.0544015
NOP14-AS1	ENSG00000249673	ENSG00000249673.6	2.02751
RP11-423H2.3	ENSG00000249684	ENSG00000249684.5	0.761951
RP11-360F5.3	ENSG00000249685	ENSG00000249685.1	0.450593
SRD5A3-AS1	ENSG00000249700	ENSG00000249700.8	0.0770051
ZNF564	ENSG00000249709	ENSG00000249709.7	3.00655
RP11-673E1.3	ENSG00000249741	ENSG00000249741.2	0.404551
EAF1-AS1	ENSG00000249786	ENSG00000249786.7	0.108036
RP11-20D14.6	ENSG00000249790	ENSG00000249790.2	60.7167
RP11-223C24.1	ENSG00000249806	ENSG00000249806.1	0.371379
CTD-2201I18.1	ENSG00000249825	ENSG00000249825.5	0.237339
LINC02021	ENSG00000249846	ENSG00000249846.6	0.154342
PVT1	ENSG00000249859	ENSG00000249859.9	1.49876
RP11-177C12.1	ENSG00000249863	ENSG00000249863.2	0.554569
MCPH1-AS1	ENSG00000249898	ENSG00000249898.7	0.0691281
PDCD6	ENSG00000249915	ENSG00000249915.7	14.7442
TRGV7	ENSG00000249978	ENSG00000249978.1	1.83638
TMEM158	ENSG00000249992	ENSG00000249992.1	1.85845
RP11-114M5.1	ENSG00000250031	ENSG00000250031.1	0.639325
YJEFN3	ENSG00000250067	ENSG00000250067.11	2.43409
RP11-130F10.1	ENSG00000250131	ENSG00000250131.1	0.105827
RP11-359B12.2	ENSG00000250132	ENSG00000250132.6	0.0825022
CTD-2353F22.1	ENSG00000250155	ENSG00000250155.1	0.497857
RP11-381K20.2	ENSG00000250159	ENSG00000250159.6	0.0806377
PKD1P6	ENSG00000250251	ENSG00000250251.6	1.21477
CTB-114C7.4	ENSG00000250274	ENSG00000250274.1	0.230648
MRPS31P4	ENSG00000250299	ENSG00000250299.5	0.58621
RP11-356J5.12	ENSG00000250303	ENSG00000250303.3	0.606008
ZNF718	ENSG00000250312	ENSG00000250312.6	0.507527
SMIM20	ENSG00000250317	ENSG00000250317.8	3.67635
CTA-963H5.5	ENSG00000250318	ENSG00000250318.1	8.81407
RP11-284M14.1	ENSG00000250326	ENSG00000250326.1	0.173041
LINC00989	ENSG00000250334	ENSG00000250334.5	1.10325
RP11-466P24.6	ENSG00000250348	ENSG00000250348.1	0.205723
GYPB	ENSG00000250361	ENSG00000250361.7	7.95806
CCT5P1	ENSG00000250444	ENSG00000250444.1	0.0751143
CHCHD10	ENSG00000250479	ENSG00000250479.8	10.9449
LINC02145	ENSG00000250490	ENSG00000250490.1	0.0853669
CDK3	ENSG00000250506	ENSG00000250506.7	9.27462
GPR162	ENSG00000250510	ENSG00000250510.7	3.38208
CCT6P2	ENSG00000250526	ENSG00000250526.1	0.063856
KRT8P33	ENSG00000250539	ENSG00000250539.1	0.321513
RP11-47I22.2	ENSG00000250548	ENSG00000250548.6	0.278526
ATP6V1E2	ENSG00000250565	ENSG00000250565.6	0.84173
GLI4	ENSG00000250571	ENSG00000250571.6	8.26296
RP11-933H2.4	ENSG00000250608	ENSG00000250608.1	0.23778
RP11-455F5.3	ENSG00000250616	ENSG00000250616.2	3.73245
RP11-6L6.2	ENSG00000250673	ENSG00000250673.2	0.789599
RP11-704M14.1	ENSG00000250696	ENSG00000250696.5	0.0316531
SELENOP	ENSG00000250722	ENSG00000250722.5	0.735544
TPM3P6	ENSG00000250731	ENSG00000250731.1	0.319924
RP11-834C11.4	ENSG00000250742	ENSG00000250742.2	0.0964922
RP11-153M7.3	ENSG00000250771	ENSG00000250771.2	0.54318
CTD-2083E4.5	ENSG00000250848	ENSG00000250848.1	0.139888
RP11-297B17.3	ENSG00000250850	ENSG00000250850.2	0.273813
METTL21EP	ENSG00000250878	ENSG00000250878.3	0.10747
RP11-1365D11.1	ENSG00000250892	ENSG00000250892.1	0.100396
GMDS-AS1	ENSG00000250903	ENSG00000250903.8	0.205682
RP11-1079K10.2	ENSG00000250948	ENSG00000250948.1	0.390018
GLUD1P3	ENSG00000250959	ENSG00000250959.2	0.603006
AC008592.3	ENSG00000251000	ENSG00000251000.1	0.647521
AE000661.37	ENSG00000251002	ENSG00000251002.7	0.173738
THAP9-AS1	ENSG00000251022	ENSG00000251022.6	5.51369
RP11-734I18.1	ENSG00000251129	ENSG00000251129.1	0
RP11-37B2.1	ENSG00000251136	ENSG00000251136.8	0.254185
TMEM92-AS1	ENSG00000251179	ENSG00000251179.1	0.491833
ZNF674	ENSG00000251192	ENSG00000251192.7	0.449829
RP1-68D18.2	ENSG00000251194	ENSG00000251194.2	1.23539
GOLGA5P1	ENSG00000251215	ENSG00000251215.1	0.32214
LINC01337	ENSG00000251221	ENSG00000251221.1	0.167497
MIR3945HG	ENSG00000251230	ENSG00000251230.5	3.29128
ZNF345	ENSG00000251247	ENSG00000251247.10	0.501437
ALG1L2	ENSG00000251287	ENSG00000251287.8	0.111419
RP11-10L12.2	ENSG00000251288	ENSG00000251288.2	0.1262
RP11-81H14.2	ENSG00000251301	ENSG00000251301.6	0.925943
SHANK3	ENSG00000251322	ENSG00000251322.7	0.156971
RP11-452H21.4	ENSG00000251323	ENSG00000251323.2	0.0659007
CTD-2516F10.2	ENSG00000251364	ENSG00000251364.6	0.423857
ZNF550	ENSG00000251369	ENSG00000251369.8	0.813688
LINC00958	ENSG00000251381	ENSG00000251381.7	0.0181898
RP1-240K6.3	ENSG00000251393	ENSG00000251393.3	0.452169
CTB-109A12.1	ENSG00000251405	ENSG00000251405.2	0.376601
AC008592.4	ENSG00000251409	ENSG00000251409.1	0.326815
RP11-397E7.4	ENSG00000251411	ENSG00000251411.1	0.287313
RP11-1348G14.4	ENSG00000251417	ENSG00000251417.2	0.194711
RP11-597D13.7	ENSG00000251429	ENSG00000251429.1	0.0489251
RP11-420A23.1	ENSG00000251432	ENSG00000251432.6	0.132883
RTEL1P1	ENSG00000251441	ENSG00000251441.2	0.233828
LINC01094	ENSG00000251442	ENSG00000251442.5	1.03859
GTF2IP9	ENSG00000251451	ENSG00000251451.1	0.880285
HAUS1P1	ENSG00000251453	ENSG00000251453.1	0.15589
RPL32P3	ENSG00000251474	ENSG00000251474.6	3.18423
LIX1-AS1	ENSG00000251513	ENSG00000251513.2	0.282563
MTND5P12	ENSG00000251544	ENSG00000251544.1	0
LINC01267	ENSG00000251576	ENSG00000251576.1	0.0659326
RP11-539L10.3	ENSG00000251580	ENSG00000251580.1	0.471005
RP11-440I14.3	ENSG00000251584	ENSG00000251584.1	0.0734797
ABCA11P	ENSG00000251595	ENSG00000251595.7	0.266842
RP11-774O3.3	ENSG00000251615	ENSG00000251615.3	0.59516
RP11-326C3.11	ENSG00000251661	ENSG00000251661.3	4.31152
FAM86EP	ENSG00000251669	ENSG00000251669.5	0.127607
CTA-392E5.1	ENSG00000253154	ENSG00000253154.1	0.0763347
RP11-486M23.2	ENSG00000253182	ENSG00000253182.1	0.105088
RP11-809O17.1	ENSG00000253210	ENSG00000253210.1	4.82403
RP11-1149M10.2	ENSG00000253214	ENSG00000253214.1	0.946173
IGLV2-5	ENSG00000253234	ENSG00000253234.1	1.12822
IGLVI-70	ENSG00000253239	ENSG00000253239.1	0.544698
CTC-534A2.2	ENSG00000253251	ENSG00000253251.2	0.688631
CTB-37A13.1	ENSG00000253269	ENSG00000253269.1	1.04718
CCDC71L	ENSG00000253276	ENSG00000253276.2	9.22894
HOXA10	ENSG00000253293	ENSG00000253293.4	0.140523
PCDHGB6	ENSG00000253305	ENSG00000253305.2	0.0478895
SERPINE3	ENSG00000253309	ENSG00000253309.6	0.0362046
AZIN1-AS1	ENSG00000253320	ENSG00000253320.5	0.112225
SUMO2P19	ENSG00000253328	ENSG00000253328.2	1.47656
TUG1	ENSG00000253352	ENSG00000253352.8	18.0715
RP11-731F5.2	ENSG00000253364	ENSG00000253364.2	0.587826
TRNP1	ENSG00000253368	ENSG00000253368.3	0.382902
LINC00534	ENSG00000253394	ENSG00000253394.5	0.115668
TRBV7-4	ENSG00000253409	ENSG00000253409.1	1.22643
PCAT1	ENSG00000253438	ENSG00000253438.2	0.036462
CTC-756D1.1	ENSG00000253483	ENSG00000253483.1	0.570447
MIR3142HG	ENSG00000253522	ENSG00000253522.5	0.264537
FAM86HP	ENSG00000253540	ENSG00000253540.5	0.179395
CA3-AS1	ENSG00000253549	ENSG00000253549.5	0.643072
HOXA-AS2	ENSG00000253552	ENSG00000253552.7	0.12569
OSGEPL1-AS1	ENSG00000253559	ENSG00000253559.1	0.159177
LINC01300	ENSG00000253595	ENSG00000253595.5	0.311917
RP11-875O11.3	ENSG00000253616	ENSG00000253616.5	2.63164
LINCR-0001	ENSG00000253641	ENSG00000253641.5	0.315611
PRSS51	ENSG00000253649	ENSG00000253649.3	0.041705
RP11-267M23.4	ENSG00000253704	ENSG00000253704.1	0.0816346
IGHV1-14	ENSG00000253709	ENSG00000253709.1	0.380762
MINCR	ENSG00000253716	ENSG00000253716.5	1.21692
PRKDC	ENSG00000253729	ENSG00000253729.7	7.77547
RP11-779O18.3	ENSG00000253736	ENSG00000253736.1	1.2174
OTUD6B-AS1	ENSG00000253738	ENSG00000253738.1	0.476204
IGHGP	ENSG00000253755	ENSG00000253755.1	2.33999
IGLV1-41	ENSG00000253818	ENSG00000253818.1	0.3766
RP11-723D22.3	ENSG00000253829	ENSG00000253829.1	0.459481
RP11-394O4.3	ENSG00000253865	ENSG00000253865.1	0.417745
RP11-347C18.3	ENSG00000253878	ENSG00000253878.5	0.186871
RP11-909N17.2	ENSG00000253931	ENSG00000253931.1	0.263494
CLDN23	ENSG00000253958	ENSG00000253958.1	0.18314
RP11-333A23.4	ENSG00000253967	ENSG00000253967.1	0.0483171
ALG1L13P	ENSG00000253981	ENSG00000253981.5	3.19241
